0,1,296,,,,,,,,,,,,,[1.7733935e+08 2.4226540e+06 1.7459100e+05 1.7352520e+06 1.3746504e+07
 1.9829500e+05 9.1999000e+04 1.2952800e+05 7.6984800e+05],,,,,,,
0,2,592,,,,,,,,,,,,,[1.7733717e+08 2.4618020e+06 1.3762300e+05 1.7123000e+06 1.3829875e+07
 1.3787600e+05 1.0166600e+05 1.6041200e+05 7.2929700e+05],,,,,,,
0,3,888,,,,,,,,,,,,,[1.77851881e+08 1.96413500e+06 1.20579000e+05 2.04991000e+06
 1.34449590e+07 1.85182000e+05 1.25546000e+05 1.25860000e+05
 7.39969000e+05],,,,,,,
0,4,1184,,,,,,,,,,,,,[1.7787333e+08 1.9448180e+06 1.1844700e+05 2.0581050e+06 1.3447960e+07
 1.7398600e+05 1.2397300e+05 1.2971800e+05 7.3768400e+05],,,,,,,
0,5,1480,,,,,,,,,,,,,[1.77936119e+08 1.85297400e+06 1.47502000e+05 2.11717300e+06
 1.33660750e+07 1.96803000e+05 1.06014000e+05 1.14317000e+05
 7.71044000e+05],,,,,,,
0,6,1776,,,,,,,,,,,,,[1.78193524e+08 1.60622800e+06 1.36843000e+05 2.35929500e+06
 1.30141420e+07 3.06614000e+05 1.25264000e+05 6.18590000e+04
 8.04252000e+05],,,,,,,
0,7,2072,,,,,,,,,,,,,[1.77906981e+08 1.88444300e+06 1.45171000e+05 2.08647700e+06
 1.33839000e+07 2.09674000e+05 1.10158000e+05 1.05081000e+05
 7.76136000e+05],,,,,,,
0,8,2368,,,,,,,,,,,,,[1.77866186e+08 1.94120900e+06 1.29200000e+05 2.03614500e+06
 1.34679790e+07 1.75927000e+05 1.17557000e+05 1.24086000e+05
 7.49732000e+05],,,,,,,
0,9,2664,,,,,,,,,,,,,[1.78153874e+08 1.64030200e+06 1.42419000e+05 2.31286000e+06
 1.30910490e+07 2.76142000e+05 1.15480000e+05 7.40570000e+04
 8.01838000e+05],,,,,,,
0,10,2960,,,,,,,,,,,,,[1.77895012e+08 1.85374600e+06 1.87837000e+05 2.13521500e+06
 1.32878120e+07 2.57024000e+05 9.04260000e+04 8.43480000e+04
 8.16601000e+05],,,,,,,
0,11,3256,,,,,,,,,,,,,[1.77689186e+08 2.06545700e+06 1.81952000e+05 1.95452900e+06
 1.35283710e+07 1.97151000e+05 8.91680000e+04 1.15895000e+05
 7.86312000e+05],,,,,,,
0,12,3552,,,,,,,,,,,,,[1.77933205e+08 1.87542700e+06 1.27963000e+05 2.08892100e+06
 1.34162300e+07 1.74900000e+05 1.15762000e+05 1.25756000e+05
 7.49857000e+05],,,,,,,
0,13,3848,,,,,,,,,,,,,[1.77564259e+08 2.20719000e+06 1.65146000e+05 1.85791400e+06
 1.36210740e+07 2.01063000e+05 9.39600000e+04 1.11342000e+05
 7.86073000e+05],,,,,,,
0,14,4144,,,,,,,,,,,,,[1.77419505e+08 2.30667500e+06 2.10415000e+05 1.77169500e+06
 1.36878680e+07 2.20488000e+05 7.67690000e+04 1.00104000e+05
 8.14502000e+05],,,,,,,
0,15,4440,,,,,,,,,,,,,[1.7719477e+08 2.6160530e+06 1.2577200e+05 1.6152820e+06 1.3964470e+07
 1.0029900e+05 1.0520600e+05 2.0069900e+05 6.8547000e+05],,,,,,,
0,16,4736,,,,,,,,,,,,,[1.77838355e+08 1.93575000e+06 1.62490000e+05 2.04190900e+06
 1.34135830e+07 2.24559000e+05 1.01244000e+05 9.28360000e+04
 7.97295000e+05],,,,,,,
0,17,5032,,,,,,,,,,,,,[1.78003685e+08 1.75893400e+06 1.73976000e+05 2.17629000e+06
 1.32425650e+07 2.61196000e+05 9.69970000e+04 8.04410000e+04
 8.13937000e+05],,,,,,,
0,18,5328,,,,,,,,,,,,,[1.77411074e+08 2.32460100e+06 2.00920000e+05 1.75111500e+06
 1.37048040e+07 2.24132000e+05 7.97020000e+04 9.62830000e+04
 8.15390000e+05],,,,,,,
0,19,5624,,,,,,,,,,,,,[1.7716795e+08 2.6025580e+06 1.6608700e+05 1.6221440e+06 1.3923449e+07
 1.3445800e+05 8.6407000e+04 1.5593200e+05 7.4903600e+05],,,,,,,
0,20,5920,,,,,,,,,,,,,[1.77575367e+08 2.17820900e+06 1.83019000e+05 1.85164500e+06
 1.36526720e+07 1.75734000e+05 8.49370000e+04 1.24389000e+05
 7.82049000e+05],,,,,,,
0,21,6216,,,,,,,,,,,,,[1.77347742e+08 2.38647800e+06 2.02375000e+05 1.72612500e+06
 1.37877290e+07 1.66197000e+05 7.44060000e+04 1.30311000e+05
 7.86658000e+05],,,,,,,
0,22,6512,,,,,,,,,,,,,[1.77842865e+08 1.93653000e+06 1.57200000e+05 2.04091600e+06
 1.34443050e+07 1.94830000e+05 1.02002000e+05 1.08764000e+05
 7.80609000e+05],,,,,,,
0,23,6808,,,,,,,,,,,,,[1.77972561e+08 1.82659400e+06 1.37440000e+05 2.11131400e+06
 1.33617830e+07 2.06954000e+05 1.14789000e+05 1.00035000e+05
 7.76551000e+05],,,,,,,
0,24,7104,,,,,,,,,,,,,[1.77684842e+08 2.04605900e+06 2.05694000e+05 1.94393300e+06
 1.35136160e+07 2.22502000e+05 7.91950000e+04 9.67750000e+04
 8.15405000e+05],,,,,,,
0,25,7400,,,,,,,,,,,,,[1.77764782e+08 2.04797900e+06 1.23834000e+05 1.95101000e+06
 1.35950830e+07 1.33958000e+05 1.13539000e+05 1.50112000e+05
 7.27724000e+05],,,,,,,
0,26,7696,,,,,,,,,,,,,[1.77512299e+08 2.29190300e+06 1.32393000e+05 1.80405700e+06
 1.37587040e+07 1.17290000e+05 1.06239000e+05 1.69566000e+05
 7.15570000e+05],,,,,,,
0,27,7992,,,,,,,,,,,,,[1.77550416e+08 2.25606400e+06 1.30115000e+05 1.82105500e+06
 1.37399390e+07 1.19057000e+05 1.02388000e+05 1.66556000e+05
 7.22431000e+05],,,,,,,
0,28,8288,,,,,,,,,,,,,[1.77862532e+08 1.93176500e+06 1.42298000e+05 2.05004800e+06
 1.34517660e+07 1.78237000e+05 1.02624000e+05 1.14136000e+05
 7.74615000e+05],,,,,,,
0,29,8584,,,,,,,,,,,,,[1.77632799e+08 2.12524200e+06 1.78554000e+05 1.88938900e+06
 1.36225500e+07 1.68112000e+05 8.62100000e+04 1.27469000e+05
 7.77696000e+05],,,,,,,
0,30,8880,,,,,,,,,,,,,[1.77709635e+08 2.04894000e+06 1.78020000e+05 1.93409900e+06
 1.35537520e+07 1.92200000e+05 8.68320000e+04 1.14784000e+05
 7.89759000e+05],,,,,,,
0,31,9176,,,,,,,,,,,,,[1.77842188e+08 1.96760300e+06 1.26804000e+05 1.99901700e+06
 1.35168810e+07 1.64153000e+05 1.12914000e+05 1.29327000e+05
 7.49134000e+05],,,,,,,
0,32,9472,,,,,,,,,,,,,[1.77765899e+08 1.98450900e+06 1.86187000e+05 1.97298900e+06
 1.34897150e+07 2.17347000e+05 8.52120000e+04 9.63520000e+04
 8.09811000e+05],,,,,,,
0,33,9768,,,,,,,,,,,,,[1.7729872e+08 2.4616870e+06 1.7618800e+05 1.6874470e+06 1.3838602e+07
 1.5400200e+05 8.1861000e+04 1.3964000e+05 7.6987400e+05],,,,,,,
0,34,10064,,,,,,,,,,,,,[1.77699975e+08 2.06001200e+06 1.76608000e+05 1.92171300e+06
 1.35291950e+07 2.29143000e+05 8.89230000e+04 9.10360000e+04
 8.11416000e+05],,,,,,,
0,35,10360,,,,,,,,,,,,,[1.77384836e+08 2.34013900e+06 2.11620000e+05 1.73703900e+06
 1.37242320e+07 2.18780000e+05 7.33160000e+04 9.80470000e+04
 8.20012000e+05],,,,,,,
0,36,10656,,,,,,,,,,,,,[1.77435455e+08 2.29666800e+06 2.04472000e+05 1.80164100e+06
 1.36807450e+07 1.97665000e+05 7.71240000e+04 1.09999000e+05
 8.04252000e+05],,,,,,,
0,37,10952,,,,,,,,,,,,,[1.77529722e+08 2.23907900e+06 1.67794000e+05 1.80634200e+06
 1.37172300e+07 1.56479000e+05 8.67420000e+04 1.35305000e+05
 7.69328000e+05],,,,,,,
0,38,11248,,,,,,,,,,,,,[1.77870628e+08 1.95078600e+06 1.15181000e+05 2.01140600e+06
 1.35027400e+07 1.65905000e+05 1.20055000e+05 1.19998000e+05
 7.51322000e+05],,,,,,,
0,39,11544,,,,,,,,,,,,,[1.77732225e+08 2.04908400e+06 1.55286000e+05 1.93906200e+06
 1.35970920e+07 1.43897000e+05 9.10970000e+04 1.43284000e+05
 7.56994000e+05],,,,,,,
0,40,11840,,,,,,,,,,,,,[1.77599709e+08 2.18649300e+06 1.50393000e+05 1.85163500e+06
 1.36771790e+07 1.51237000e+05 9.47800000e+04 1.35663000e+05
 7.60932000e+05],,,,,,,
0,41,12136,,,,,,,,,,,,,[1.77371726e+08 2.35280300e+06 2.12066000e+05 1.74549600e+06
 1.37426420e+07 1.91913000e+05 7.05810000e+04 1.11613000e+05
 8.09181000e+05],,,,,,,
0,42,12432,,,,,,,,,,,,,[1.77733347e+08 2.07008700e+06 1.33161000e+05 1.92252000e+06
 1.36278680e+07 1.29663000e+05 1.05463000e+05 1.58787000e+05
 7.27125000e+05],,,,,,,
0,43,12728,,,,,,,,,,,,,[1.77453734e+08 2.34960000e+06 1.33261000e+05 1.74944700e+06
 1.38353690e+07 9.52350000e+04 9.97040000e+04 1.96169000e+05
 6.95502000e+05],,,,,,,
0,44,13024,,,,,,,,,,,,,[1.77615988e+08 2.12774100e+06 1.92866000e+05 1.87126700e+06
 1.36035460e+07 2.05238000e+05 8.23300000e+04 1.02100000e+05
 8.06945000e+05],,,,,,,
0,45,13320,,,,,,,,,,,,,[1.77566441e+08 2.16297000e+06 2.07184000e+05 1.86133500e+06
 1.35759240e+07 2.42792000e+05 8.08190000e+04 8.67420000e+04
 8.23814000e+05],,,,,,,
0,46,13616,,,,,,,,,,,,,[1.77765231e+08 1.98346200e+06 1.87902000e+05 1.97583700e+06
 1.34497250e+07 2.54489000e+05 8.64020000e+04 8.15500000e+04
 8.23423000e+05],,,,,,,
0,47,13912,,,,,,,,,,,,,[1.77928439e+08 1.83733100e+06 1.70825000e+05 2.12048700e+06
 1.33639050e+07 1.95659000e+05 8.90730000e+04 1.06827000e+05
 7.95475000e+05],,,,,,,
0,48,14208,,,,,,,,,,,,,[1.77741329e+08 2.01577800e+06 1.79488000e+05 1.95665400e+06
 1.34920250e+07 2.31372000e+05 8.89380000e+04 8.88190000e+04
 8.13618000e+05],,,,,,,
0,49,14504,,,,,,,,,,,,,[1.77852047e+08 1.92457200e+06 1.59976000e+05 2.02618500e+06
 1.34247560e+07 2.29110000e+05 1.00885000e+05 8.71510000e+04
 8.03339000e+05],,,,,,,
0,50,14800,,,,,,,,,,,,,[1.77691559e+08 2.07382800e+06 1.71208000e+05 1.92468700e+06
 1.35560210e+07 1.99343000e+05 8.80990000e+04 1.02995000e+05
 8.00281000e+05],,,,,,,
0,51,15096,,,,,,,,,,,,,[1.77755224e+08 2.05564300e+06 1.25728000e+05 1.96841700e+06
 1.35707090e+07 1.40925000e+05 1.09945000e+05 1.39739000e+05
 7.41691000e+05],,,,,,,
0,52,15392,,,,,,,,,,,,,[1.77977167e+08 1.80527600e+06 1.54152000e+05 2.12729900e+06
 1.33449530e+07 2.07799000e+05 1.00368000e+05 9.91800000e+04
 7.91827000e+05],,,,,,,
0,53,15688,,,,,,,,,,,,,[1.78086171e+08 1.69709000e+06 1.53334000e+05 2.20356400e+06
 1.32324460e+07 2.44041000e+05 1.03810000e+05 7.93190000e+04
 8.08246000e+05],,,,,,,
0,54,15984,,,,,,,,,,,,,[1.77567355e+08 2.20373000e+06 1.65510000e+05 1.81742800e+06
 1.37073100e+07 1.55313000e+05 8.67630000e+04 1.32078000e+05
 7.72534000e+05],,,,,,,
0,55,16280,,,,,,,,,,,,,[1.77617254e+08 2.14262100e+06 1.76720000e+05 1.86339500e+06
 1.36540830e+07 1.62573000e+05 8.39770000e+04 1.29673000e+05
 7.77725000e+05],,,,,,,
0,56,16576,,,,,,,,,,,,,[1.77614579e+08 2.10953200e+06 2.12484000e+05 1.87551700e+06
 1.35671410e+07 2.37393000e+05 7.55380000e+04 8.76630000e+04
 8.28174000e+05],,,,,,,
0,57,16872,,,,,,,,,,,,,[1.77258771e+08 2.48378800e+06 1.94036000e+05 1.66021100e+06
 1.38602000e+07 1.59640000e+05 7.72410000e+04 1.31642000e+05
 7.82492000e+05],,,,,,,
0,58,17168,,,,,,,,,,,,,[1.78057972e+08 1.74451600e+06 1.34107000e+05 2.17281000e+06
 1.33044490e+07 2.02792000e+05 1.16740000e+05 9.86630000e+04
 7.75972000e+05],,,,,,,
0,59,17464,,,,,,,,,,,,,[1.78088474e+08 1.69380500e+06 1.54316000e+05 2.19856200e+06
 1.32562780e+07 2.25211000e+05 1.04774000e+05 8.98920000e+04
 7.96709000e+05],,,,,,,
0,60,17760,,,,,,,,,,,,,[1.77758245e+08 2.04254400e+06 1.35806000e+05 1.93864300e+06
 1.35983470e+07 1.43061000e+05 1.07077000e+05 1.44898000e+05
 7.39400000e+05],,,,,,,
0,61,18056,,,,,,,,,,,,,[1.77807337e+08 1.95884100e+06 1.70417000e+05 1.98064500e+06
 1.34903050e+07 2.09101000e+05 9.19740000e+04 1.02795000e+05
 7.96606000e+05],,,,,,,
0,62,18352,,,,,,,,,,,,,[1.77610572e+08 2.13227200e+06 1.93751000e+05 1.86035900e+06
 1.36164050e+07 2.03287000e+05 7.86000000e+04 1.02156000e+05
 8.10619000e+05],,,,,,,
0,63,18648,,,,,,,,,,,,,[1.77731577e+08 2.07382900e+06 1.31189000e+05 1.91605900e+06
 1.36337330e+07 1.30259000e+05 1.05376000e+05 1.52172000e+05
 7.33827000e+05],,,,,,,
0,64,18944,,,,,,,,,,,,,[1.77476324e+08 2.30857700e+06 1.51694000e+05 1.76457000e+06
 1.37731130e+07 1.42368000e+05 9.01200000e+04 1.42953000e+05
 7.58302000e+05],,,,,,,
0,65,19240,,,,,,,,,,,,,[1.78013464e+08 1.77935300e+06 1.43778000e+05 2.13937300e+06
 1.33358310e+07 2.04847000e+05 1.04072000e+05 9.65770000e+04
 7.90726000e+05],,,,,,,
0,66,19536,,,,,,,,,,,,,[1.77930137e+08 1.85034200e+06 1.56116000e+05 2.06500900e+06
 1.33863980e+07 2.28644000e+05 1.00458000e+05 8.70720000e+04
 8.03845000e+05],,,,,,,
0,67,19832,,,,,,,,,,,,,[1.7755559e+08 2.2061530e+06 1.7485200e+05 1.8085940e+06 1.3670271e+07
 2.0118600e+05 8.9069000e+04 1.0599900e+05 7.9630700e+05],,,,,,,
0,68,20128,,,,,,,,,,,,,[1.77392286e+08 2.35134000e+06 1.92969000e+05 1.73904600e+06
 1.37786580e+07 1.62347000e+05 7.61050000e+04 1.30809000e+05
 7.84461000e+05],,,,,,,
0,69,20424,,,,,,,,,,,,,[1.77545957e+08 2.17359400e+06 2.17044000e+05 1.84510400e+06
 1.36066750e+07 2.28272000e+05 7.48710000e+04 9.11410000e+04
 8.25363000e+05],,,,,,,
0,70,20720,,,,,,,,,,,,,[1.77694722e+08 2.11239500e+06 1.29478000e+05 1.91269200e+06
 1.36298550e+07 1.37504000e+05 1.09600000e+05 1.48026000e+05
 7.33749000e+05],,,,,,,
0,71,21016,,,,,,,,,,,,,[1.77923186e+08 1.87029900e+06 1.43110000e+05 2.07619200e+06
 1.34690580e+07 1.34801000e+05 1.04054000e+05 1.50204000e+05
 7.37117000e+05],,,,,,,
0,72,21312,,,,,,,,,,,,,[1.77803333e+08 1.92741400e+06 2.05848000e+05 2.00604800e+06
 1.34316870e+07 2.42316000e+05 8.25120000e+04 8.44370000e+04
 8.24426000e+05],,,,,,,
0,73,21608,,,,,,,,,,,,,[1.7806352e+08 1.7143360e+06 1.5873900e+05 2.2036230e+06 1.3228656e+07
 2.4777200e+05 1.0657800e+05 7.9904000e+04 8.0489300e+05],,,,,,,
0,74,21904,,,,,,,,,,,,,[1.77588467e+08 2.22347400e+06 1.24654000e+05 1.83300700e+06
 1.37522780e+07 9.47660000e+04 1.05123000e+05 1.99302000e+05
 6.86950000e+05],,,,,,,
0,75,22200,,,,,,,,,,,,,[1.77801796e+08 1.96245200e+06 1.72347000e+05 1.99851300e+06
 1.34925800e+07 1.88958000e+05 9.15600000e+04 1.07985000e+05
 7.91830000e+05],,,,,,,
0,76,22496,,,,,,,,,,,,,[1.77862964e+08 1.91587400e+06 1.57757000e+05 2.04379700e+06
 1.34514130e+07 1.84841000e+05 9.93270000e+04 1.09411000e+05
 7.82637000e+05],,,,,,,
0,77,22792,,,,,,,,,,,,,[1.7805270e+08 1.7616940e+06 1.2220100e+05 2.1483070e+06 1.3363098e+07
 1.6864600e+05 1.2108200e+05 1.1723900e+05 7.5305400e+05],,,,,,,
0,78,23088,,,,,,,,,,,,,[1.77422756e+08 2.27512800e+06 2.38711000e+05 1.76709000e+06
 1.36910310e+07 2.21930000e+05 6.69750000e+04 9.37020000e+04
 8.30698000e+05],,,,,,,
0,79,23384,,,,,,,,,,,,,[1.78013887e+08 1.79413300e+06 1.28575000e+05 2.12483800e+06
 1.33777370e+07 1.77476000e+05 1.17002000e+05 1.09617000e+05
 7.64756000e+05],,,,,,,
0,80,23680,,,,,,,,,,,,,[1.77786128e+08 2.00207200e+06 1.48395000e+05 1.95863700e+06
 1.35728180e+07 1.48596000e+05 9.67950000e+04 1.34932000e+05
 7.59648000e+05],,,,,,,
0,81,23976,,,,,,,,,,,,,[1.77698306e+08 2.09066200e+06 1.47627000e+05 1.88816400e+06
 1.36587410e+07 1.33146000e+05 9.80540000e+04 1.51484000e+05
 7.41837000e+05],,,,,,,
0,82,24272,,,,,,,,,,,,,[1.77754602e+08 2.04514700e+06 1.36846000e+05 1.93442600e+06
 1.36103840e+07 1.35241000e+05 1.07577000e+05 1.48899000e+05
 7.34899000e+05],,,,,,,
0,83,24568,,,,,,,,,,,,,[1.77442865e+08 2.31792200e+06 1.75808000e+05 1.74927000e+06
 1.37603510e+07 1.70430000e+05 8.35870000e+04 1.21477000e+05
 7.86311000e+05],,,,,,,
0,84,24864,,,,,,,,,,,,,[1.7733408e+08 2.4220740e+06 1.8044100e+05 1.7038560e+06 1.3801958e+07
 1.7423700e+05 8.2811000e+04 1.1734700e+05 7.9121700e+05],,,,,,,
0,85,25160,,,,,,,,,,,,,[1.78031082e+08 1.76473200e+06 1.40781000e+05 2.13628700e+06
 1.33532290e+07 1.90535000e+05 1.07407000e+05 1.03787000e+05
 7.80181000e+05],,,,,,,
0,86,25456,,,,,,,,,,,,,[1.78065977e+08 1.73238700e+06 1.38231000e+05 2.17249700e+06
 1.33390270e+07 1.68527000e+05 1.07559000e+05 1.20351000e+05
 7.63465000e+05],,,,,,,
0,87,25752,,,,,,,,,,,,,[1.77542381e+08 2.19094600e+06 2.03268000e+05 1.84209700e+06
 1.36361640e+07 2.01790000e+05 7.62260000e+04 1.00848000e+05
 8.14301000e+05],,,,,,,
0,88,26048,,,,,,,,,,,,,[1.77657307e+08 2.07657000e+06 2.02718000e+05 1.89800400e+06
 1.35885100e+07 1.93537000e+05 7.64270000e+04 1.11116000e+05
 8.03832000e+05],,,,,,,
0,89,26344,,,,,,,,,,,,,[1.7785532e+08 1.9088270e+06 1.7244800e+05 2.0029890e+06 1.3455684e+07
 2.2137800e+05 9.1926000e+04 9.2166000e+04 8.0728300e+05],,,,,,,
0,90,26640,,,,,,,,,,,,,[1.77544597e+08 2.21503900e+06 1.76959000e+05 1.81300500e+06
 1.36876630e+07 1.79383000e+05 8.40700000e+04 1.16185000e+05
 7.91120000e+05],,,,,,,
0,91,26936,,,,,,,,,,,,,[1.77806695e+08 1.97025400e+06 1.59646000e+05 1.97986600e+06
 1.35444580e+07 1.55727000e+05 9.52080000e+04 1.30453000e+05
 7.65714000e+05],,,,,,,
0,92,27232,,,,,,,,,,,,,[1.77578116e+08 2.18013700e+06 1.78342000e+05 1.83795000e+06
 1.36596530e+07 1.82448000e+05 8.50200000e+04 1.16136000e+05
 7.90219000e+05],,,,,,,
0,93,27528,,,,,,,,,,,,,[1.77453055e+08 2.32187400e+06 1.61666000e+05 1.76410500e+06
 1.37887270e+07 1.27219000e+05 8.48480000e+04 1.58680000e+05
 7.47847000e+05],,,,,,,
0,94,27824,,,,,,,,,,,,,[1.77822358e+08 2.00112900e+06 1.13108000e+05 1.95715900e+06
 1.35610750e+07 1.61817000e+05 1.19024000e+05 1.23473000e+05
 7.48878000e+05],,,,,,,
0,95,28120,,,,,,,,,,,,,[1.77815714e+08 1.95131200e+06 1.69569000e+05 2.00554500e+06
 1.34774780e+07 1.97028000e+05 8.86150000e+04 1.04912000e+05
 7.97848000e+05],,,,,,,
0,96,28416,,,,,,,,,,,,,[1.77772073e+08 1.99710000e+06 1.67422000e+05 1.96288200e+06
 1.35327370e+07 1.84432000e+05 9.15470000e+04 1.12483000e+05
 7.87345000e+05],,,,,,,
0,97,28712,,,,,,,,,,,,,[1.77598578e+08 2.14803400e+06 1.89983000e+05 1.84026200e+06
 1.36524530e+07 1.87336000e+05 8.14290000e+04 1.13400000e+05
 7.96546000e+05],,,,,,,
0,98,29008,,,,,,,,,,,,,[1.77945457e+08 1.87778000e+06 1.13358000e+05 2.04638800e+06
 1.34906240e+07 1.43039000e+05 1.19344000e+05 1.38785000e+05
 7.33246000e+05],,,,,,,
0,99,29304,,,,,,,,,,,,,[1.77833882e+08 1.94943900e+06 1.53274000e+05 1.99087400e+06
 1.35159320e+07 1.73245000e+05 9.77320000e+04 1.17957000e+05
 7.75686000e+05],,,,,,,
0,100,29600,,,,,,,,,,,,,[1.77780915e+08 2.03721300e+06 1.18467000e+05 1.93649300e+06
 1.36274040e+07 1.16154000e+05 1.14148000e+05 1.68897000e+05
 7.08330000e+05],,,,,,,
0,101,29896,,,,,,,,,,,,,[1.77550947e+08 2.20528300e+06 1.80365000e+05 1.82387300e+06
 1.36760480e+07 1.80130000e+05 8.48700000e+04 1.20439000e+05
 7.86066000e+05],,,,,,,
0,102,30192,,,,,,,,,,,,,[1.77768913e+08 1.99363100e+06 1.74051000e+05 1.95726000e+06
 1.35009120e+07 2.21879000e+05 9.01250000e+04 8.86750000e+04
 8.12575000e+05],,,,,,,
0,103,30488,,,,,,,,,,,,,[1.77731881e+08 2.05199600e+06 1.52718000e+05 1.91700500e+06
 1.36050270e+07 1.58019000e+05 9.58340000e+04 1.29034000e+05
 7.66507000e+05],,,,,,,
0,104,30784,,,,,,,,,,,,,[1.77682776e+08 2.06964000e+06 1.84179000e+05 1.90582400e+06
 1.35486530e+07 2.25574000e+05 8.33210000e+04 9.15980000e+04
 8.16456000e+05],,,,,,,
0,105,31080,,,,,,,,,,,,,[1.77593801e+08 2.15983000e+06 1.82964000e+05 1.85599000e+06
 1.36636380e+07 1.60423000e+05 8.14590000e+04 1.28706000e+05
 7.81210000e+05],,,,,,,
0,106,31376,,,,,,,,,,,,,[1.77683525e+08 2.01345600e+06 2.39614000e+05 1.95377300e+06
 1.34478170e+07 2.78461000e+05 7.43370000e+04 7.67820000e+04
 8.40256000e+05],,,,,,,
0,107,31672,,,,,,,,,,,,,[1.77875837e+08 1.89696500e+06 1.63793000e+05 2.02280500e+06
 1.34526800e+07 2.04566000e+05 9.69220000e+04 9.60880000e+04
 7.98365000e+05],,,,,,,
0,108,31968,,,,,,,,,,,,,[1.77762439e+08 2.00276700e+06 1.71389000e+05 1.94261200e+06
 1.35541140e+07 1.83325000e+05 8.89660000e+04 1.11725000e+05
 7.90684000e+05],,,,,,,
0,109,32264,,,,,,,,,,,,,[1.77701841e+08 2.04359900e+06 1.91155000e+05 1.91716600e+06
 1.35675930e+07 1.95292000e+05 8.21740000e+04 1.06040000e+05
 8.03161000e+05],,,,,,,
0,110,32560,,,,,,,,,,,,,[1.77536055e+08 2.18223600e+06 2.18304000e+05 1.82499400e+06
 1.36368130e+07 2.18244000e+05 7.14750000e+04 9.38560000e+04
 8.26044000e+05],,,,,,,
0,111,32856,,,,,,,,,,,,,[1.77653823e+08 2.14831100e+06 1.34461000e+05 1.86331600e+06
 1.37091950e+07 1.07540000e+05 1.04379000e+05 1.89260000e+05
 6.97736000e+05],,,,,,,
0,112,33152,,,,,,,,,,,,,[1.77662739e+08 2.10150200e+06 1.72354000e+05 1.89929200e+06
 1.36165890e+07 1.64170000e+05 8.76870000e+04 1.27121000e+05
 7.76567000e+05],,,,,,,
0,113,33448,,,,,,,,,,,,,[1.77934333e+08 1.89000100e+06 1.12261000e+05 2.03547900e+06
 1.35127320e+07 1.31840000e+05 1.25177000e+05 1.46705000e+05
 7.19493000e+05],,,,,,,
